t, v, F
0.0, 1.846208095550537, 19.545158831625915
0.0004999999999995452, 1.9288665056228638, 13.476788926414821
0.0009999999999990904, 2.043097496032715, 54.45188545213711
0.0014999999999986357, 2.1544642448425293, 71.14184185806397
0.0019999999999981808, 2.230661392211914, 30.16869178447316
0.0024999999999977263, 2.35683012008667, 46.86448147551518
0.0029999999999972713, 2.495699405670166, 33.20481954644262
0.0034999999999968164, 2.621769428253174, 27.130621213139783
0.0039999999999963615, 2.763664722442627, 28.64771490369841
0.0044999999999959074, 2.907467842102051, 14.993881402717594
0.0049999999999954525, 3.0492358207702637, -13.840588479598823
0.005499999999994998, 3.2043657302856445, -7.772218574387729
0.005999999999994543, 3.3537063598632812, -18.39380871787106
0.006499999999994088, 3.504892349243164, -59.36890281508164
0.006999999999993633, 3.6613287925720215, -71.5134138629595
0.007499999999993178, 3.8325347900390625, -91.24338122107194
0.007999999999992723, 4.007308483123779, -107.93917576913738
0.008499999999992269, 4.133222579956055, -151.95039398554985
0.008999999999991815, 4.312733173370361, -167.13297317624938
0.009499999999991359, 4.486865043640137, -194.45034936800718
0.009999999999990905, 4.655522346496582, -209.62710984466176
0.01049999999999045, 4.792096138000488, -252.12316989434441
0.010999999999989995, 4.948627471923828, -288.54894151456915
0.011499999999989541, 5.124729156494141, -315.8663177063269
0.011999999999989085, 5.3109564781188965, -329.5240149694302
0.01249999999998863, 5.427700042724609, -394.78232094814257
0.012999999999988176, 5.5460662841796875, -449.4151305222942
0.013499999999987721, 5.702916145324707, -457.00448216530344
0.013999999999987266, 5.846553325653076, -508.60308978726766
0.014499999999986812, 5.962116241455078, -572.3481804086141
0.014999999999986356, 6.0668253898620605, -636.0913282205966
0.015499999999985904, 6.206231594085693, -661.8877178175328
0.015999999999985446, 6.320208549499512, -728.6611431067877
0.016499999999984992, 6.428488731384277, -789.3662422040421
0.016999999999984538, 6.538297176361084, -862.2080713976719
0.017499999999984084, 6.65074348449707, -916.8408809718236
0.01799999999998363, 6.768313884735107, -972.9946771407969
0.018499999999983172, 6.886900901794434, -1021.5610256199375
0.018999999999982718, 6.990659713745117, -1077.708993360819
0.019499999999982264, 7.092733860015869, -1159.6591791267285
0.01999999999998181, 7.212344646453857, -1200.638157628411
0.020499999999981356, 7.346085548400879, -1259.822270130844
0.0209999999999809, 7.442906379699707, -1323.561571180286
0.021499999999980444, 7.568600654602051, -1373.6430001137817
0.02199999999997999, 7.69991397857666, -1420.5260985600266
0.022499999999979533, 7.843874454498291, -1445.1736661238929
0.022999999999979082, 7.974021911621094, -1469.8216999620063
0.023499999999978625, 8.124662399291992, -1500.5390702529894
0.02399999999997817, 8.265105247497559, -1516.8395516657322
0.024499999999977717, 8.407727241516113, -1530.863060503967
0.02499999999997726, 8.559380531311035, -1555.8898644556693
0.02549999999997681, 8.713420867919922, -1576.3644329305957
0.02599999999997635, 8.881487846374512, -1592.6660023165825
0.026499999999975897, 9.026700973510742, -1599.86263447477
0.026999999999975443, 9.177193641662598, -1619.578730174024
0.027499999999974985, 9.320204734802246, -1634.7429012460007
0.02799999999997453, 9.483697891235352, -1640.9499440265845
0.028499999999974077, 9.62470531463623, -1646.7622079444209
0.028999999999973623, 9.756823539733887, -1654.4722080489294
0.02949999999997317, 9.914816856384277, -1656.1122500015715
0.02999999999997271, 10.075372695922852, -1658.5095213318932
0.030499999999972258, 10.215214729309082, -1659.0109215725324
0.030999999999971807, 10.355246543884277, -1661.0288010902686
0.03149999999997135, 10.476885795593262, -1673.6698067851419
0.03199999999997089, 10.60250186920166, -1678.7234425025567
0.03249999999997044, 10.74431037902832, -1681.1216463813732
0.032999999999969984, 10.87366771697998, -1688.4524100980454
0.033499999999969526, 10.982090950012207, -1699.9560174789083
0.033999999999969076, 11.106308937072754, -1709.5623549473464
0.03449999999996862, 11.250275611877441, -1715.3755514136776
0.03499999999996817, 11.369767189025879, -1722.7056934313534
0.03549999999996771, 11.489828109741211, -1734.589625173296
0.03599999999996726, 11.582463264465332, -1746.0938542531553
0.0364999999999668, 11.69227409362793, -1756.8374346108549
0.036999999999966345, 11.800318717956543, -1763.4091038528582
0.037499999999965894, 11.902225494384766, -1776.0505758219786
0.037999999999965436, 11.994646072387695, -1791.728270265025
0.03849999999996498, 12.112960815429688, -1797.5408450323598
0.03899999999996453, 12.210164070129395, -1802.2157106361858
0.03949999999996407, 12.28185749053955, -1819.7897424431621
0.03999999999996362, 12.363832473754883, -1832.810917074366
0.04049999999996316, 12.448013305664062, -1837.8650190660285
0.04099999999996271, 12.550748825073242, -1841.4024863558443
0.041499999999962255, 12.628405570983887, -1847.5958517585063
0.0419999999999618, 12.717317581176758, -1853.0302781112487
0.042499999999961346, 12.778998374938965, -1857.7059208388205
0.04299999999996089, 12.874837875366211, -1857.4488483037871
0.04349999999996043, 12.970480918884277, -1857.570856731841
0.04399999999995998, 13.015769958496094, -1865.2813231105968
0.04449999999995952, 13.065613746643066, -1869.956188714423
0.044999999999959066, 13.150029182434082, -1865.14579272937
0.04549999999995862, 13.206807136535645, -1864.1290040206716
0.045999999999958165, 13.258018493652344, -1871.837605302438
0.04649999999995771, 13.317743301391602, -1872.7187082051605
0.04699999999995725, 13.370000839233398, -1867.1496840196862
0.0474999999999568, 13.428945541381836, -1865.7542806221481
0.04799999999995634, 13.467745780944824, -1868.9114235508841
0.048499999999955884, 13.51761245727539, -1867.895256541182
0.04899999999995543, 13.571807861328125, -1869.913602333166
0.049499999999954976, 13.646191596984863, -1857.8956944574877
0.04999999999995452, 13.685212135314941, -1854.9825683848594
