t, v, F
0.0, 4.179950714111328, -56.54061922737549
0.0005000000000000004, 4.410325050354004, -72.75140113178642
0.000999999999999994, 4.593874931335449, -85.96166939838015
0.0014999999999999944, 4.800025463104248, -110.58066795054995
0.001999999999999995, 5.023196220397949, -137.60145486481252
0.0025000000000000022, 5.280441761016846, -162.2204534169823
0.0029999999999999957, 5.465939998626709, -197.04689465478558
0.003499999999999996, 5.7233357429504395, -225.86922926411265
0.003999999999999997, 5.891110897064209, -263.0974588640087
0.00449999999999999, 6.1260151863098145, -295.5213346159736
0.0049999999999999975, 6.352176189422607, -340.55520882536354
0.005499999999999998, 6.546839237213135, -382.58703457753876
0.005999999999999998, 6.726202011108398, -417.4134855293889
0.006499999999999992, 6.865973472595215, -471.45354396661014
0.006999999999999992, 7.006796836853027, -518.2889658710645
0.0075, 7.213979721069336, -579.537468747406
0.008, 7.3319549560546875, -632.3777646900354
0.008499999999999994, 7.387370586395264, -720.5742379856798
0.008999999999999994, 7.430644989013672, -774.9233973926999
0.009499999999999995, 7.584329128265381, -828.5228655223726
0.009999999999999995, 7.667837619781494, -883.3227567018209
0.010499999999999995, 7.7754669189453125, -936.9704065037188
0.010999999999999996, 7.8928046226501465, -975.1706236283813
0.011499999999999996, 7.9690070152282715, -1014.2714494617802
0.01199999999999999, 8.088556289672852, -1053.0723055293906
0.012499999999999997, 8.147600173950195, -1092.023068767521
0.012999999999999998, 8.373523712158203, -1129.3227548958216
0.013499999999999998, 8.370772361755371, -1152.0910818181603
0.013999999999999992, 8.512850761413574, -1173.6177981322085
0.014499999999999999, 8.599532127380371, -1195.2945770415254
0.015, 8.691588401794434, -1216.0704363926077
0.0155, 8.791693687438965, -1235.4951106872745
0.015999999999999993, 8.934171676635742, -1253.86934681506
0.016499999999999994, 9.025189399719238, -1268.1904940478466
0.017, 9.198078155517578, -1283.862748624674
0.017499999999999995, 9.24357795715332, -1297.1328359915826
0.017999999999999995, 9.419687271118164, -1306.950706543564
0.018499999999999996, 9.58899211883545, -1314.3666430227502
