t, v, F
0.0, 3.149946928024292, -0.197406494140625
5.000000000000837e-05, 3.1646041870117188, -0.197406494140625
0.00010000000000002368, 3.1755993366241455, -0.17544256591796875
0.000150000000000039, 3.1847617626190186, -0.197406494140625
0.00020000000000004042, 3.193922281265259, -0.15350131225585936
0.00025000000000005573, 3.201253890991211, -0.15350131225585936
0.00030000000000007104, 3.2159128189086914, -0.15350131225585936
0.00035000000000008635, 3.221409559249878, -0.17546524047851564
0.0004000000000000878, 3.230571985244751, -0.15350131225585936
0.0004500000000001031, 3.2470641136169434, -0.15350131225585936
0.0005000000000001115, 3.256222724914551, -0.13156004333496094
0.0005500000000001268, 3.2580573558807373, -0.15350131225585936
0.0006000000000001282, 3.270885467529297, -0.197406494140625
0.0006500000000001435, 3.2782132625579834, -0.26329827880859374
0.0007000000000001588, 3.2892067432403564, -0.28526220703125
0.0007500000000001741, 3.2983691692352295, -0.28526220703125
0.0008000000000001756, 3.3111953735351562, -0.26332095336914063
0.0008500000000001909, 3.32218861579895, -0.21939308166503907
0.0009000000000002062, 3.333184003829956, -0.19742915344238282
0.0009500000000002215, 3.34600830078125, -0.19742915344238282
0.001000000000000223, 3.357003688812256, -0.26329827880859374
0.0010500000000002382, 3.3643312454223633, -0.28526220703125
0.0011000000000002536, 3.377159595489502, -0.28526220703125
0.0011500000000002689, 3.395484447479248, -0.2413343505859375
0.0012000000000002703, 3.3973190784454346, -0.21937042236328125
0.0012500000000002856, 3.402817726135254, -0.24131167602539064
0.001300000000000294, 3.410149097442627, -0.2852168579101563
0.0013500000000003093, 3.4193115234375, -0.2852168579101563
0.0014000000000003107, 3.4321377277374268, -0.2852168579101563
0.001450000000000326, 3.4431312084198, -0.26327560424804686
0.0015000000000003413, 3.4486279487609863, -0.351108642578125
0.0015500000000003566, 3.4669508934020996, -0.351108642578125
0.001600000000000365, 3.4779462814331055, -0.351108642578125
0.0016500000000003734, 3.4852776527404785, -0.351108642578125
0.0017000000000003818, 3.4889414310455322, -0.3950364990234375
0.001750000000000404, 3.4944381713867188, -0.3950364990234375
0.0018000000000003985, 3.5072643756866455, -0.37307257080078127
0.0018500000000004208, 3.523754596710205, -0.2852395324707031
0.0019000000000004291, 3.534749746322632, -0.2852395324707031
0.0019500000000004514, 3.543910264968872, -0.3291673889160156
0.002000000000000446, 3.562235116958618, -0.30720346069335935
0.002050000000000468, 3.5805580615997314, -0.26329827880859374
0.0021000000000004765, 3.5915534496307373, -0.30720346069335935
0.0021500000000004987, 3.6098783016204834, -0.2852395324707031
0.0022000000000004932, 3.619036912918091, -0.26329827880859374
0.0022500000000005155, 3.6282012462615967, -0.21937042236328125
0.002300000000000524, 3.644693374633789, -0.21937042236328125
0.002350000000000546, 3.646522283554077, -0.28526220703125
0.0024000000000005406, 3.659348487854004, -0.30720346069335935
0.002450000000000549, 3.6831719875335693, -0.2852395324707031
0.002500000000000571, 3.699662208557129, -0.2852395324707031
0.0025500000000005796, 3.7124884128570557, -0.2852395324707031
0.002600000000000588, 3.721648931503296, -0.3291673889160156
0.0026500000000005963, 3.7289764881134033, -0.35113131713867185
0.0027000000000006186, 3.741804838180542, -0.3291673889160156
0.002750000000000627, 3.752796173095703, -0.3950591735839844
0.0028000000000006353, 3.765624523162842, -0.43896435546875
0.0028500000000006437, 3.7802834510803223, -0.43896435546875
0.002900000000000666, 3.804103136062622, -0.41700042724609376
0.0029500000000006743, 3.815096616744995, -0.43896435546875
0.0030000000000006827, 3.8205952644348145, -0.5048334655761719
0.003050000000000691, 3.835254430770874, -0.59266650390625
0.0031000000000007133, 3.8499133586883545, -0.6146304321289062
0.003150000000000708, 3.8719022274017334, -0.59266650390625
0.003200000000000716, 3.88472843170166, -0.59266650390625
0.0032500000000007384, 3.8902251720428467, -0.6585582885742187
0.0033000000000007468, 3.9103808403015137, -0.6585582885742187
0.003350000000000755, 3.9195432662963867, -0.6585582885742187
0.0034000000000007635, 3.936035394668579, -0.6585582885742187
0.0034500000000007858, 3.945197820663452, -0.6585582885742187
0.003500000000000794, 3.959855079650879, -0.614653076171875
0.0035500000000008025, 3.976346969604492, -0.614653076171875
0.003600000000000811, 3.9910061359405518, -0.6366170043945313
0.003650000000000833, 4.007500171661377, -0.5926891479492188
0.0037000000000008415, 4.02399206161499, -0.5707252197265625
0.00375000000000085, 4.036818027496338, -0.5707252197265625
0.0038000000000008582, 4.056975841522217, -0.5487612915039063
0.0038500000000008805, 4.066136360168457, -0.5487612915039063
0.003900000000000889, 4.071633338928223, -0.5048561401367188
0.003950000000000883, 4.0826263427734375, -0.46092828369140626
0.004000000000000906, 4.093621730804443, -0.5048334655761719
0.004050000000000914, 4.106450080871582, -0.5267747192382812
0.004100000000000936, 4.110113620758057, -0.5487386474609375
0.004150000000000931, 4.1229400634765625, -0.5707025756835937
0.004200000000000953, 4.139431953430176, -0.5487386474609375
0.004250000000000961, 4.152256488800049, -0.4828695373535156
0.004300000000000984, 4.163251876831055, -0.4828695373535156
0.004350000000000978, 4.176079750061035, -0.4828695373535156
0.004400000000001, 4.185240268707275, -0.5487386474609375
0.004450000000001009, 4.198068618774414, -0.570679931640625
0.004500000000001031, 4.21822452545166, -0.5487160034179688
0.0045500000000010254, 4.232881546020508, -0.5926438598632813
0.004600000000001048, 4.249371528625488, -0.5926438598632813
0.004650000000001056, 4.264030933380127, -0.5707025756835937
0.0047000000000010644, 4.28235387802124, -0.5267974243164063
0.004750000000001073, 4.2896833419799805, -0.5487612915039063
0.004800000000001081, 4.300678730010986, -0.6365943603515625
